Name,CMP,ATH%,PE,EPS,PB,MCap,ROCE%,ROE%,Sales_Grwth%,Profit_Grwth%,MedPE,ROCE_5Yr%,ROE_5Yr%,Debt2EqR,PAT_12M,CFO_2_EBITDA%,CapType,Symbol,Latest
https://www.screener.in/company/HDFCAMC/,2488.65,19.23,36.15,68.86,11.54,106710.06,42.88,32.93,15.14,13.24,38.29,0.91,29.78,0,2949.8,66.65,MC,HDFCAMC,1
https://www.screener.in/company/VEDL/consolidated/,272.8,32.22,9.68,50.32,2.14,106675.36,16.08,38.15,2.02,36.95,5.84,3.94,28.35,0.66,28556,160.21,MC,VEDL,1
https://www.screener.in/company/LGEINDIA/,1570.6,11.36,63.28,24.83,13.9,106607.99,32.27,24.69,0.98,-23.45,59.2,0.39,29.6,0.06,1685.09,62.83,MC,LGEINDIA,1
https://www.screener.in/company/TATACONSUM/consolidated/,1075.95,19.22,64.58,16.52,4.87,106485.68,9.24,7.35,15.6,25.43,77.76,0.11,7.23,0.13,1642.24,82.71,MC,TATACONSUM,1
https://www.screener.in/company/ASHOKLEY/consolidated/,181,19.02,29.28,5.91,7.44,106316.75,13.63,27.43,14.13,20.86,26.99,0.94,21.54,4.49,3720.98,-43.54,MC,ASHOKLEY,1
https://www.screener.in/company/LENSKART/consolidated/,600.4,2.36,158.57,4.43,11.97,104392.75,8.08,6.33,37.11,77.25,164.55,0.04,1.99,0.35,668.21,88.53,MC,LENSKART,1
https://www.screener.in/company/AMBUJACEM/consolidated/,420,68.32,22.17,17.84,1.75,104362.3,5.61,8.85,7.07,3.82,32.18,0.4,9.47,0.01,5222.16,72.17,MC,AMBUJACEM,1
https://www.screener.in/company/MAZDOCK/consolidated/,2563.8,47.36,36.17,70.85,10.6,103418.56,35.98,29.17,13.87,31.72,32.19,0.81,29.49,0.05,2853.88,-77.93,MC,MAZDOCK,1
https://www.screener.in/company/LUPIN/consolidated/,2259.15,11.99,17.36,120.98,4.61,103295.69,29.93,28.68,28.19,60.96,37.12,1.65,13,0.29,5550.99,80.26,MC,LUPIN,1
https://www.screener.in/company/PAYTM/consolidated/,1603.05,22.33,126.69,10.16,6.39,102776.84,5.01,4.7,22.55,262.55,129.52,0.04,-9.12,0.01,649,-54.87,MC,PAYTM,1
